ImuWzqyYNJbc3Jb3JljnR2Dj1o6toLVSLqknA6Cnf4uc2t20hbKi2V3UtLkemjRs5wrwatnoVzay70QopIoDE9Vj8f4NN6PofF4r1JkWSyu7qBRFGF488LI31dBJ7i27xFkFmaX38gB9CDX8HtFSxiSQ[#]CPF1;ANDROID;Marissa;Rowe;Kuala Lumpur;A-
zSTROw13NjGqSFiaqVAW393kE1LqFPjgGInl3Ht6n0T0qYQIMRdcnToqX2eQpOCzR7UHA3b5IkBiE1rDb3Z85Ke6I7v4KfEvuRCSd9OfRZENN6lKcDuPv83PC5m7lQJy6aFPVXCKLfhrgEYUkLtdVA0S[#]CPF2;ANDROID;Sona;Grant;Douglas;O+
S7Si1LkhEiBRjq57scuDQKQW7LP4AxFjs3NqelHkQ9dBGxMBnyCMFgD3vPOyULMifRwc3y3r3vd4AcUlO0c36MTA1StVUiWKtXbUeKgqk9XZ8u6xEvIqtGEABZFMam68rJ4GScPXuHPrc08nPEjsh7Zf[#]CPF3;ANDROID;Mariana;Kerluke;Hargeisa;O-
VNasJSxIyUFpZ194QGf6Cc7rhlasY0iHFMQxKNZdq7OHlNijpU3I4pjFA3AjE2B8f5enc1yXBI3SanVJOPrchkqhAMJjGNfNW8ZLm9WpaxYZXhJ6iDJumpKszOSLcyx2FZiHhysGLmDNtsPUtVNvejVm[#]CPF4;ANDROID;Randal;Hartmann;Brussels;O-
38e8DGpZWQEKMfPFxIAYp2jPxgElRoC0QELbLqQUvRSkU9GRYoXEhqUpc6PsYm7RLEiZwgUCGebjnNvUSIBtXOvHSAiatADP6hY7LP37jtSWM8Gn6kRM74ANudEXq9Ry6dYvYjQ7cFS9RkJUNkjQxBaJ[#]CPF5;ANDROID;Freeman;Powlowski;Bangui;A-
9nIvnd0NosPGnYuLXyhGq0qdVQRoqsFW4TuHbElqp59tMg9Cigf8rIZMa1LTnzp59EawToc98J3TnU96cwjv0gdtskXzibXCYSKZXT9vEFVkP9GUdXQn3PuZpe6cnBM9U0rK0fc1Jt2YRQyE7Elil6cN[#]CPF6;ANDROID;Clifton;Kuphal;Avarua;AB-
fdiB6p1jd6aoEU8g6Mjy20UK4qZx8ymKUiw9RFwwCmXKvuCmq5YFychQY74IKmABYmVxoCkKTQQxDk3oi2blzNlkE06UOnFTsX1VGIw8nNB4Kjvdrte1fl1CA35nt2iFwdt14zoKwdrE5fea3UemPac5[#]CPF7;ANDROID;Lucien;Green;Jerusalem;O+
Tg0ora851oHNAdRLBHzZontqanvgzXWQGXdaUKLZUdJDjahQbNHzvXzlVBq1aDNjv7ydozVWUSqwEoOMrEdlTcOJTV65WAEePnkkTD5k2HvENL6spTNlfDxaLsGG0kxPOUaRnk8wEFcSg7Nh98uCRRKl[#]CPF8;ANDROID;Marcus;Feil;Reykjavik;AB-
IHm1CgE03CaoEczQhW5oyq1BjyrVXJzAvsLEYzUCyYgMXjxcgbjZ1uGeRSw5t1zk0hTTZc90uhVn6A041FHPFCakOCxBeJvPlqKJz7A9Ky1AYxgcjEztq1822uosltVcRf8HxhZgbu5lbiFywz1uLDxH[#]CPF9;ANDROID;Jack;Nolan;Port of Spain;O-
c9B4xNMdEWHM3IX1YM7wVCu7n66bFAQf6EHfxQn5abZIUaopvvBYspQNEUE0ezewAruwdzpwZ9vdWtQsIuDkQlUUzUzDE4AgjxcBCRWtKnYMzcSCLIi3hfC6U1fnELOgsVjmZcRmxw415qRsz2xLkH1S[#]CPF10;ANDROID;Bambi;Lebsack;Marigot;AB+
i14G31o9uYp6jCV7RbpegjTDPRe6utL1fQdsSLoPC2o3rcza2AjBoeV8XGonddxJ[#]CPF11;IOS;Babette;Gaylord;Ankara;A-
bqqQyq8yem7p8bjxkSEUCjKP3B8QNQnNG9qA3e8vkaTMxGCArQj0QjpuK6QaIXJz[#]CPF12;IOS;Erwin;Dooley;Bangkok;B-
J4zcNbPhqI1uWXq6ubDPAJQ1xVOb2ttLeIrjVr1AMY4eqxCqExTvh5i193Ersc9k[#]CPF13;IOS;Janetta;Fisher;Amsterdam;AB+
55jRKrQ3lWWVxo1QoTy995jHmikheN9HkizUe6eEQhilluj5rxFXr457hQvzv9Ns[#]CPF14;IOS;Janella;Welch;Banjul;O+
Ig8esVTNV4UnIgFHwHfrzAayCHNkDfaSoQoYA2X3Pp3xNgS3sK1YdeO25nVsFKq4[#]CPF15;IOS;Mamie;Hand;Monrovia;B+
ahsTF951ThMGX7o7Gv0LlvZBQNpq1cKUUtZTnVDmffOk0p75kpQiI333hZ2jGq0Q[#]CPF16;IOS;Ilona;Jaskolski;Budapest;O-
qLeGYNzvBr0nurv0sT0ntPhmOFOyajZgUoi1AeU0jucxBOUK2SfK6QcU4LSPdYYD[#]CPF17;IOS;Leonarda;Boehm;Berlin;A+
A2wxIixZjeIQFoIdj9EmWELiLqAGkzgGZsWVbfBnGUgDnPpw70NsXI26HsXPbsM8[#]CPF18;IOS;Chris;Larkin;Gaborone;B+
nGeECWu9aJDeqsAvplTdNr9XiKGRTOrXpMqKs0BjnA9xJNgh1kLPHFdDq5JkGrba[#]CPF19;IOS;Dianna;Bergstrom;Baku;B+
3HYmOf9u09SXSrdUyanP68oIMfuR78mVHouESOZ2n7hj8N7qyk8YHk6d0RW8aLwC[#]CPF20;IOS;Crysta;Schowalter;Kingstown;O-
